"original_text","final_text","sentiment","sentiment_label","__index_level_0__"
"@FradaRandi1 Prabowo siap gebrak ekonomi lewat tiga jurus: mitra dagang yang lebih berkembang, SDA lebih efisien, konsumsi domestik lebih stabil mengatasi tarif AS","prabowo siap gebrak ekonomi lewat tiga jurus: mitra dagang yang lebih berkembang, sda lebih efisien, konsumsi domestik lebih stabil mengatasi tarif as",2,"positive",6807
"@yudhakhel Hanya dijaman prabowo IHSG bisa bertahan di tengah gempuran tariff trump.. smua berkat strategi cemerlang hilirisasi dan Makan Bergizi gratis.. solusi dari seuruh masalah bangsa.. Hidup Jokowiiiii","hanya dijaman prabowo ihsg bisa bertahan di tengah gempuran tariff trump.. smua berkat strategi cemerlang hilirisasi dan makan bergizi gratis.. solusi dari seuruh masalah bangsa.. hidup jokowiiiii",2,"positive",7250
"@FradaRandi1 Gebrakan ekonomi Prabowo untuk menghadapi tarif AS: mitra dagang, hilirisasi SDA, konsumsi dalam negeri tangguh","gebrakan ekonomi prabowo untuk menghadapi tarif as: mitra dagang, hilirisasi sda, konsumsi dalam negeri tangguh",0,"negative",6769
"@barengwarga @prabowo @grok knpa prabowo terkesan menghindari pertanyaan ttg ruu polri?","knpa prabowo terkesan menghindari pertanyaan ttg ruu polri?",0,"negative",6682
"@el4n9bint4n9 Yg gini² gak lu apa²in @ListyoSigitP @DivHumas_Polri @ahriesonta @prabowo @gibran_tweet ? The real ancaman buat NKRI gak lu bubarin?
Goblok bgt lu pada!","yg gini² gak lu apa²in ? the real ancaman buat nkri gak lu bubarin? goblok bgt lu pada!",0,"negative",1972
"100 Hari Kabinet: Empat Kaki Prabowo dan Cawe-cawe Jokowi dalam Pemerint... https://t.co/RBs4OaU75w via @YouTube","100 hari kabinet: empat kaki prabowo dan cawe-cawe jokowi dalam pemerint... via",1,"neutral",4354
"@adhy_gra @loeeaja @gooddayfreez3 @bedadari Terus lu mau gw kayak apa? Lu mau gw pake email yang gw pake untuk common service, ecommerce, etc, atau kayak gibran pake email bisnis nya, eh come on goblok, data elu di pemerintahan pada bocor, lu malah make email common untuk akun alter, tambah gampang mencocokan nya bego 🤡","terus lu mau gw kayak apa? lu mau gw pake email yang gw pake untuk common service, ecommerce, etc, atau kayak gibran pake email bisnis nya, eh come on goblok, data elu di pemerintahan pada bocor, lu malah make email common untuk akun alter, tambah gampang mencocokan nya bego 🤡",1,"neutral",9126
"@tijabar Itu org sok!!
Mentang mentang aparat / pejabat maen tangan segala!!
Proses hukum tetep lanjut !!! Penjara !!!!
Ridicolous!!!
@ListyoSigitP 
@prabowo","itu org sok!! mentang mentang aparat / pejabat maen tangan segala!! proses hukum tetep lanjut !!! penjara !!!! ridicolous!!!",0,"negative",8088
"@FradaRandi1 Gebrakan dari Presiden Prabowo untuk hadapi ekonomi global: fokus kuatkan mitra dagang dan SDA lokal","gebrakan dari presiden prabowo untuk hadapi ekonomi global: fokus kuatkan mitra dagang dan sda lokal",1,"neutral",7029
"@TxtdariHI @prabowo Solusinya kalo ga MBG ya hilirisasi","solusinya kalo ga mbg ya hilirisasi",1,"neutral",7800
"rekap 100 Hari Kerja Bersama Kabinet Merah Putih Presiden Prabowo Subianto - Melangkah ke depan dengan Optimis 🇮🇩🇮🇩🇮🇩

https://t.co/rw8GKdiF9l","rekap 100 hari kerja bersama kabinet merah putih presiden prabowo subianto - melangkah ke depan dengan optimis 🇮🇩🇮🇩🇮🇩",2,"positive",4741
"Dulu gua sempat bilang ke kawan sekitar, yakni jika Prabowo jadi presiden gua yakin 1000% ga sampai akhir jabatannya maupun sebentar lagi, ada demo besar²an yang terjadi. Dan yap, 100 hari lebih, sudah terjadi beberapa kali demonstrasi atas kebijakan² disfungsionalnya.","dulu gua sempat bilang ke kawan sekitar, yakni jika prabowo jadi presiden gua yakin 1000% ga sampai akhir jabatannya maupun sebentar lagi, ada demo besar²an yang terjadi. dan yap, 100 hari lebih, sudah terjadi beberapa kali demonstrasi atas kebijakan² disfungsionalnya.",0,"negative",1295
"@DedynurPalakka Justru itu 100 hari katanya penghematan, tapi kabinet digemukin, kan Ndasmu!!

Koruptor yg lawan politik garcep giliran yg lengket penguasa micek kan Ndasmu """" !! https://t.co/2PmcG2R8a0","justru itu 100 hari katanya penghematan, tapi kabinet digemukin, kan ndasmu!! koruptor yg lawan politik garcep giliran yg lengket penguasa micek kan ndasmu """" !!",0,"negative",3755
"Aq herannya saat 10 thn berkuasa mereka kemana, padahal bnyk kebijakan yg ga pro rakyat tapi kl mereka udah g berkuasa, mulai drama demi sampe chaos dan melengserkan presiden tujuan mereka","aq herannya saat 10 thn berkuasa mereka kemana, padahal bnyk kebijakan yg ga pro rakyat tapi kl mereka udah g berkuasa, mulai drama demi sampe chaos dan melengserkan presiden tujuan mereka",2,"positive",155
"@hexagrap_id Akses kesehatan makin terbuka dengan Prabowo, cek kesehatan gratis jadi solusi","akses kesehatan makin terbuka dengan prabowo, cek kesehatan gratis jadi solusi",2,"positive",7387
"@MiskinTV_ Sejujurnya, dengan kehidupan yang makin susah dan pengangguran makin naik, khawatir tingkat kriminalitas juga naik. Pemerintah goblok emaanggg!! Marah bangetttt @prabowo @gibran_tweet @jokowi (still mention si mul karena dia perusak indonesia)","sejujurnya, dengan kehidupan yang makin susah dan pengangguran makin naik, khawatir tingkat kriminalitas juga naik. pemerintah goblok emaanggg!! marah bangetttt (still mention si mul karena dia perusak indonesia)",0,"negative",2088
"@__PASMANTAP Hanya dalam waktu 100 hari lebih setelah di lantik sebagai Presiden Nama Besarnya Hancur akibat Ucapannya yang Sangat Menyakiti Rakyat.","hanya dalam waktu 100 hari lebih setelah di lantik sebagai presiden nama besarnya hancur akibat ucapannya yang sangat menyakiti rakyat.",0,"negative",1279
"@detikcom @detikjatengcom Dah lah...ndak usah berharap banyak akan adanya perubahan/peebaikan ekonomi dr pemerintahan Prabowo....","dah lah...ndak usah berharap banyak akan adanya perubahan/peebaikan ekonomi dr pemerintahan prabowo....",2,"positive",1941
"@Yha2n3 @prabowo @gibran_tweet @Gerindra Ini suaranya siapa @bengkeldodo ??
Semoga tak jadi #IndonesiaGelapJilid2","ini suaranya siapa ?? semoga tak jadi",1,"neutral",3078
"Danantara akan berinvestasi 180 T utk Proyek Gasifikasi Batubara yg akan mengantikan LPG yg diimpor wah mantap harga akan jauh lebih murah pakai DME loh katanya. @jokowi
@prabowo. @__LOVE_AG4EVER @antaranews @geloraco @BangJarwoSopo7 @kasito17 @sudjiwotedjo https://t.co/oKWxJVnFCX","danantara akan berinvestasi 180 t utk proyek gasifikasi batubara yg akan mengantikan lpg yg diimpor wah mantap harga akan jauh lebih murah pakai dme loh katanya.",2,"positive",5400
"💚""Presiden Prabowo Subianto menegaskan komitmennya pada pemerintahan bersih dan pertumbuhan ekonomi"". Ia menyoroti program utama seperti pendidikan gratis dan ekonomi kuat sebagai prioritas. Prabowo berjanji menangani korupsi secara tegas untuk kesejahteraan seluruh rakyat Indonesia. #ลําไยไหทองคํา","💚""presiden prabowo subianto menegaskan komitmennya pada pemerintahan bersih dan pertumbuhan ekonomi"". ia menyoroti program utama seperti pendidikan gratis dan ekonomi kuat sebagai prioritas. prabowo berjanji menangani korupsi secara tegas untuk kesejahteraan seluruh rakyat indonesia.",2,"positive",3329
"@puanmaharani_ri Setone deaf ini dearest ibu Puan Maharani ketua DPR RI dan dearest Didit anak presiden Indonesia beserta wakil presiden Indonesia. Rakyat yang kalian grogotin pajaknya ini hampir mati. Ga nyangka mbak Yenny Wahid juga sama aja kasian gus dur dialam baka @yennywahid","setone deaf ini dearest ibu puan maharani ketua dpr ri dan dearest didit anak presiden indonesia beserta wakil presiden indonesia. rakyat yang kalian grogotin pajaknya ini hampir mati. ga nyangka mbak yenny wahid juga sama aja kasian gus dur dialam baka",0,"negative",526
"@mfs_ub LAH KOCAK, orang akademisi nge kritik aja dikatain ndasmu kok dan yg terbaru rakyat nge kritik dikatain anjing menggonggong gimana mau terbuka pandangannya?! yang harus dibuka tu presiden lu noh yg gembrot","lah kocak, orang akademisi nge kritik aja dikatain ndasmu kok dan yg terbaru rakyat nge kritik dikatain anjing menggonggong gimana mau terbuka pandangannya?! yang harus dibuka tu presiden lu noh yg gembrot",0,"negative",717
"Serem banget sih TKI yg kerja di  timur tengah  kalau nekat ngabur dari  majikan nya , karena bisa saja ketemu sama “germo germo terselubung” & di “jual”. 

Seperti si Teteh ini yg curhat minta bantuan dari Pak  Presiden @prabowo .

Katanya sih sudah minta bantuan KJRI Dubai, tapi slow respon (belum ada tanggapan sampai sekarang. ) @Menlu_RI  

https://t.co/pMCgnZcQ7S","serem banget sih tki yg kerja di timur tengah kalau nekat ngabur dari majikan nya , karena bisa saja ketemu sama “germo germo terselubung” & di “jual”. seperti si teteh ini yg curhat minta bantuan dari pak presiden . katanya sih sudah minta bantuan kjri dubai, tapi slow respon (belum ada tanggapan sampai sekarang. )",2,"positive",5648
"Halo @univ_indonesia apakah nie benar anak kampus anda 🤔hebat ya bisa ngancam mau nembak kepala presiden loh 😡
@mii_mishka
Gimana paak @ahriesonta @ListyoSigitP bukankah pengancaman keselamatan presiden masuk pidana berat  kritik boleh dong cuma nie bablas banget 
@Gerindra https://t.co/xSe6TdBbMf","halo apakah nie benar anak kampus anda 🤔hebat ya bisa ngancam mau nembak kepala presiden loh 😡 gimana paak bukankah pengancaman keselamatan presiden masuk pidana berat kritik boleh dong cuma nie bablas banget",0,"negative",741
"@TOPssst @IInayaturahmah @RIPDEMOKRASI @salsabila__ayu @prabowo @Jediimar @_aji_satrio_ @ebonXboy @3rwin__34 @Pieter_Sun01 @Bara___Akbar @jokowi ini semua dampak kebijakan yang salah oleh pemerintahan sebelum nya https://t.co/Ka0uTO0t9F","ini semua dampak kebijakan yang salah oleh pemerintahan sebelum nya",0,"negative",8652
"Fenomena ini menggambarkan governing without empathy, di mana kebijakan diperlakukan sebatas variabel teknokratis, terlepas dari denyut kemanusiaan yang mestinya menjadi ruh utama pemerintahan. 

- @OposisiCerdas","fenomena ini menggambarkan governing without empathy, di mana kebijakan diperlakukan sebatas variabel teknokratis, terlepas dari denyut kemanusiaan yang mestinya menjadi ruh utama pemerintahan. -",0,"negative",8710
"@KompasTV menurut @grok berapa nilai kepemimpinan prabowo ?","menurut berapa nilai kepemimpinan prabowo ?",1,"neutral",6818
"Ekonomi prabowo amankan Ramadan dan Lebaran kita dengan stimulus jempolan #BerkahRamadan2025","ekonomi prabowo amankan ramadan dan lebaran kita dengan stimulus jempolan",2,"positive",6448
"Sederhananya ialah kita dukung ketegasan presiden untuk Perang terhadap Korupsi dan koruptor.
Pak @prabowo sebagai presiden Indonesia terkini, harus buktikan semua janji-janjinya di masa kampanye dulu.
Tindak tegas koruptor, tanpa pilih kasih, tak apa adopsi hukum negera China. https://t.co/MzLlRqifFr","sederhananya ialah kita dukung ketegasan presiden untuk perang terhadap korupsi dan koruptor. pak sebagai presiden indonesia terkini, harus buktikan semua janji-janjinya di masa kampanye dulu. tindak tegas koruptor, tanpa pilih kasih, tak apa adopsi hukum negera china.",1,"neutral",3302
"@Anggajaya26 @__AnakKolong @TOM5helby @kholidmiqdar @NalarPolitik_ @StefanAntonio__ Mkanya ga usah demo2 buang tenaga 
Biarin pemerintah blunder
Pas ekonomi ambruk cari smua biang keroknya
Gntungin satu2 ky revolusi prancis
Nih gua list
MUlyani mulyono erick luhut aguan smua elite","mkanya ga usah demo2 buang tenaga biarin pemerintah blunder pas ekonomi ambruk cari smua biang keroknya gntungin satu2 ky revolusi prancis nih gua list mulyani mulyono erick luhut aguan smua elite",0,"negative",9648
"@AdindaZahrany07 @prabowo Solusi dari semua permasalahan ini adalah...

.makan bergizi gratis dan

Hidup Jokowi..","solusi dari semua permasalahan ini adalah... .makan bergizi gratis dan hidup jokowi..",2,"positive",7229
"Prabowo: Mualem, Saya Masih Punya Hutang, Saya Janji akan ke Aceh, https://t.co/cbL5ty6n6e","prabowo: mualem, saya masih punya hutang, saya janji akan ke aceh,",2,"positive",6592
"Saya tak melihat hasil kerja @fadlizon &amp; @Fahrihamzah di 100 hari kabinet @prabowo ini. #RakyatIndonesia @setkabgoid #Mahasiswa @DPR_RI #Akademisi #BEMSeindonesia #Aktivis #Ulama #Buruh #Petani","saya tak melihat hasil kerja &amp; di 100 hari kabinet ini.",1,"neutral",3996
"Ini masuk akal.
Pesan habib Bahar ke @prabowo.🔥

Kalo memang tidak ada yg kebal hukum maka jgn ada tebang pilih dalam berantas korupsi, jgn hny kau masukkan mereka yg jadi lawan politikmu, sedangkan byk orang2 Mulyono yg korupsi kau biarkan.

Menyala sappo, segera #AdiliJokowi . https://t.co/9BJg4xBeqj","ini masuk akal. pesan habib bahar ke kalo memang tidak ada yg kebal hukum maka jgn ada tebang pilih dalam berantas korupsi, jgn hny kau masukkan mereka yg jadi lawan politikmu, sedangkan byk orang2 mulyono yg korupsi kau biarkan. menyala sappo, segera .",0,"negative",5487
"#BeritaEkon

Hai #SahabatEkon

Pemerintah himpun banyak masukan dalam menjaga ketangguhan perekonomian nasional saat menggelar Sarasehan Ekonomi.

selengkapnya https://t.co/KcJCbIAXJZ

#TerbaikUntukIndonesia #EKONomiLaju #IndonesiaMaju https://t.co/xbwAeTN5he","hai pemerintah himpun banyak masukan dalam menjaga ketangguhan perekonomian nasional saat menggelar sarasehan ekonomi. selengkapnya",2,"positive",9950
"Masyarakat puas dengan kinerja presiden prabowo di 100 hari kerja https://t.co/aGYPHLdAef","masyarakat puas dengan kinerja presiden prabowo di 100 hari kerja",1,"neutral",1291
"Stimulus ekonomi dari Prabowo jadi penyemangat buat Ramadan dan lebaran #BerkahRamadan2025","stimulus ekonomi dari prabowo jadi penyemangat buat ramadan dan lebaran",1,"neutral",6481
"Pantes Prabowo-Gibran kepilih jadi Pres-Wapres🤣","pantes prabowo-gibran kepilih jadi pres-wapres🤣",1,"neutral",2111
"Ke pemerintah?bukannya emg itu tugasnya pemerintah ya buat benerin ekonomi negara?😌","ke pemerintah?bukannya emg itu tugasnya pemerintah ya buat benerin ekonomi negara?😌",1,"neutral",9914
"Saya hanya was-was  jangan-jangan hutang negara kita lebih dari yg diberitakan atau mungkin juga negara ini sdh menjadi jaminan hutang kepada negara lain ? Selama 100 hari lbh pemerintahan Prabowo-Gibran tdk menunjukkan hasil signifikan selain curhat sana-sini dan bagi-bagi susu.","saya hanya was-was jangan-jangan hutang negara kita lebih dari yg diberitakan atau mungkin juga negara ini sdh menjadi jaminan hutang kepada negara lain ? selama 100 hari lbh pemerintahan prabowo-gibran tdk menunjukkan hasil signifikan selain curhat sana-sini dan bagi-bagi susu.",0,"negative",3968
"@Minietweets_ @prabowo @gibran_tweet @KejaksaanRI @DivHumas_Polri @KPK_RI @mimih6mei @mas_veel @bengkeldodo @adri_zizie @AndreasSolusi @AntoniGirsang @BANGSAygSUJUD @Bank_Joee_ @bitCarli77 @gtobing2903 Aparat pejabat dan penegak hukum dinegeri ini justru pelaku nya","aparat pejabat dan penegak hukum dinegeri ini justru pelaku nya",1,"neutral",2223
"@PaltiWest2024 Hati2 dampak Don Dasco di DPR
Hampir semua RUU disuruh lewat Baleg bukan lagi pembahasan di Komisi2
Krn Baleg dikuasai KIM+ biar RUU yg diinginkan pemerintah &amp; menguntungkan agenda pemerintah/Prabowo &amp; KIM+ bisa instan lolos
Klo lwt Komisi spt RUU TNI kmrn bisa dapat perlawanan..","hati2 dampak don dasco di dpr hampir semua ruu disuruh lewat baleg bukan lagi pembahasan di komisi2 krn baleg dikuasai kim+ biar ruu yg diinginkan pemerintah &amp; menguntungkan agenda pemerintah/prabowo &amp; kim+ bisa instan lolos klo lwt komisi spt ruu tni kmrn bisa dapat perlawanan..",2,"positive",5254
"Banyak pemimpin pemerintahan negara Asean saja tidak punya jantung merah putih bahkan mungkin hitam, tapi bangsanya maju karena kebijakannya tepat sasaran dan konsisten membuat kebijakan berlandaskan iptek bukan omon-omon.","banyak pemimpin pemerintahan negara asean saja tidak punya jantung merah putih bahkan mungkin hitam, tapi bangsanya maju karena kebijakannya tepat sasaran dan konsisten membuat kebijakan berlandaskan iptek bukan omon-omon.",2,"positive",9042
"@mautauje @Mdy_Asmara1701 Mikir ? Elo kira dia ngerti ekonomi dan efeknya kalau keran import dibuka ?? Itu pak lembong mesti bebas donk ya ?

Pemerintah sudah panik,ini dia diketawain sama pengusaha jadinya ,ga ada solusi untuk ini","mikir ? elo kira dia ngerti ekonomi dan efeknya kalau keran import dibuka ?? itu pak lembong mesti bebas donk ya ? pemerintah sudah panik,ini dia diketawain sama pengusaha jadinya ,ga ada solusi untuk ini",1,"neutral",9867
"@hexagrap_id Prabowo bantu relokasi hunian dari banjir dengan Program 3 Juta Rumah, solusi yang pas","prabowo bantu relokasi hunian dari banjir dengan program 3 juta rumah, solusi yang pas",1,"neutral",7493
"Mohon maaf lahir dan batin.
Kalian semua sudah saya maafkan.

Kecuali:

- Koruptor
- Hasan Nasbi
- Prabowo
- Jokowi
- Jajaran DPR pengesah RUU TNI
- Aparat sing senengane ngantemi uwong, kemaki, lan ora ngayomi.
- Indihome
- Pertamina","mohon maaf lahir dan batin. kalian semua sudah saya maafkan. kecuali: - koruptor - hasan nasbi - prabowo - jokowi - jajaran dpr pengesah ruu tni - aparat sing senengane ngantemi uwong, kemaki, lan ora ngayomi. - indihome - pertamina",2,"positive",4941
"𝐒𝐨𝐛𝐚𝐭 𝐏𝐫𝐢𝐨𝐤 !

Untuk kamu yang terpisah Berbeda Negara
dengan Suami, Istri ataupun Anak Tercinta

Tenanggg
Pemerintahan Indonesia memberikan kesempatan loh
bagi pasangan yang menikah / kawin campur berbeda negara untuk berkumpul di Indonesia https://t.co/eYADnUJhwG","𝐒𝐨𝐛𝐚𝐭 𝐏𝐫𝐢𝐨𝐤 ! untuk kamu yang terpisah berbeda negara dengan suami, istri ataupun anak tercinta tenanggg pemerintahan indonesia memberikan kesempatan loh bagi pasangan yang menikah / kawin campur berbeda negara untuk berkumpul di indonesia",0,"negative",524
"Menjadi persoalan bagi negara hukum jika tindakannya sudah dilakukan berdasarkan kebijakan presiden, baru kemudian dicarikan dasar hukum yang lebih kuat, 

Ini bertentangan dengan prinsip negara hukum. 

Produk hukum haruslah dipandang sebagai refleksi keinginan rakyat, bukan keinginan segelintir pihak.
#CabutUUTNI #TolakUUTNI 

—————
Rizky Ridho Ridwan Kamil Marceng Pengalihan Kerawang iPhone 16 Polres","menjadi persoalan bagi negara hukum jika tindakannya sudah dilakukan berdasarkan kebijakan presiden, baru kemudian dicarikan dasar hukum yang lebih kuat, ini bertentangan dengan prinsip negara hukum. produk hukum haruslah dipandang sebagai refleksi keinginan rakyat, bukan keinginan segelintir pihak. ————— rizky ridho ridwan kamil marceng pengalihan kerawang iphone 16 polres",0,"negative",143
"@BebySoSweet Vietnam Jd budak mamarika. Orang indo sangat konsumtif terutama dengan produk impor. Klo indo lakukan hal yg sama seperti Vietnam sama saja suntik mati UMKM. Jadi banyak sekali faktor2 yg harus dipertimbangkan, mudah2an pemerintahan pak @prabowo bisa ambil kebijakan terbaik.","vietnam jd budak mamarika. orang indo sangat konsumtif terutama dengan produk impor. klo indo lakukan hal yg sama seperti vietnam sama saja suntik mati umkm. jadi banyak sekali faktor2 yg harus dipertimbangkan, mudah2an pemerintahan pak bisa ambil kebijakan terbaik.",2,"positive",5670
"Pemerintah menjaga #EkonomiAman dan #EkonomiTerjaga! #InflasiRendah, #RupiahKuat, ekonomi stabil! 💪📈 https://t.co/882ArmLClU","pemerintah menjaga dan ekonomi stabil! 💪📈",1,"neutral",9541
"@kompascom Dak usah di tahun ke 4 pak, 100 hari lebih aja udah sangat mengecewakan, dak ada program kerja presiden yg berhubungan dgn rakyat kecil di kerjakan spti pengentasan kemiskinan, penanganan PHK dan pengangguran, paskes di daerah terpecil itu semua di abaikan oleh bpk...","dak usah di tahun ke 4 pak, 100 hari lebih aja udah sangat mengecewakan, dak ada program kerja presiden yg berhubungan dgn rakyat kecil di kerjakan spti pengentasan kemiskinan, penanganan phk dan pengangguran, paskes di daerah terpecil itu semua di abaikan oleh bpk...",1,"neutral",954
"""Musim mudik gini harusnya kereta ekonomi ditambah ya a.""
Saya mengamini pernyataan montir itu.

""Pemerintah ini nggak peka! Ekonomi lagi sulit, nyari tiket kereta murah juga ikutan sulit."" Tambahnya.","""musim mudik gini harusnya kereta ekonomi ditambah ya a."" saya mengamini pernyataan montir itu. ""pemerintah ini nggak peka! ekonomi lagi sulit, nyari tiket kereta murah juga ikutan sulit."" tambahnya.",0,"negative",9794
"@Yha2n3 @prabowo @gibran_tweet @Gerindra bs d tebak, u mngkin sakit hati, ntah knp, smoga segera sehat","bs d tebak, u mngkin sakit hati, ntah knp, smoga segera sehat",1,"neutral",3137
"@alisyarief Masalah paling besar yang dia tinggalkan itu utang yang nyedot 1/3 APBN, pemerintahan salanjutnya jadi kesulitan menjalankan program progran bagus, terutama soal ekonomi dan hukum","masalah paling besar yang dia tinggalkan itu utang yang nyedot 1/3 apbn, pemerintahan salanjutnya jadi kesulitan menjalankan program progran bagus, terutama soal ekonomi dan hukum",0,"negative",9262
"Bagi yang sering turun ke pasar tradisional dan warung2 tradisional jelas dan nyata tingkat konsumsi masyarakat mengalami penurunan,dalam 100 hari kinerja  presiden @prabowo kurangi orasi yang terlalu panjang biar gak keluar Diksi Endasmu dan terkesan benar  presiden omon-omon","bagi yang sering turun ke pasar tradisional dan warung2 tradisional jelas dan nyata tingkat konsumsi masyarakat mengalami penurunan,dalam 100 hari kinerja presiden kurangi orasi yang terlalu panjang biar gak keluar diksi endasmu dan terkesan benar presiden omon-omon",1,"neutral",1244
"alesan pendidikan indo gaberes, gak ada pegangan pasti soal kurikulum 🥲👍 kenapa tiap ganti pemerintahan ganti jg kurikulumnya.. knp gak pake kurikulum lama terus di perbaharui ngikutin modernisasi","alesan pendidikan indo gaberes, gak ada pegangan pasti soal kurikulum 🥲👍 kenapa tiap ganti pemerintahan ganti jg kurikulumnya.. knp gak pake kurikulum lama terus di perbaharui ngikutin modernisasi",1,"neutral",8707
"Sukses Terus  Pak Presiden Republik Indonesia,,menyambut  100 Hari Kinerja pemerintahan President Prabowo. 

# Desa terdepan untuk Indonesia
#100 Hari Kerja Nyata
@prabowo 
@YandriSusanto 
@kemendesapdtt https://t.co/YRlmAiZesg","sukses terus pak presiden republik indonesia,,menyambut 100 hari kinerja pemerintahan president prabowo. # desa terdepan untuk indonesia hari kerja nyata",2,"positive",3679
"@FradaRandi1 Gebrakan ekonomi Prabowo hadapi tarif AS: mitra dagang luas, hilirisasi dipercepat, konsumsi domestik diperkuat","gebrakan ekonomi prabowo hadapi tarif as: mitra dagang luas, hilirisasi dipercepat, konsumsi domestik diperkuat",1,"neutral",6740
"Sepertinya dampaknya akan lumayan begitu pasar dibuka. Semoga pemerintah udah antisipasi. Ayolah @Prabowo, sebagai putera dan cucu begawan ekonomi, harus punya strategi yg brilliant. BRICS bs jadi solusi, tapi hrs pastikan jg produk kita siap bersaing.","sepertinya dampaknya akan lumayan begitu pasar dibuka. semoga pemerintah udah antisipasi. ayolah sebagai putera dan cucu begawan ekonomi, harus punya strategi yg brilliant. brics bs jadi solusi, tapi hrs pastikan jg produk kita siap bersaing.",2,"positive",5296
"@hexagrap_id Harapan untuk masa depan tanpa banjir di tangan Prabowo dan 3 Juta RumahryaProgram 3 Juta Rumah Prabowo hadir sebagai solusi relokasi hunian di area rawan banjir","harapan untuk masa depan tanpa banjir di tangan prabowo dan 3 juta rumahryaprogram 3 juta rumah prabowo hadir sebagai solusi relokasi hunian di area rawan banjir",0,"negative",7529
"@Piyusaja2 Pejabat Pemerintahan indonesia isinya BAJINGAN SEMUA !","pejabat pemerintahan indonesia isinya bajingan semua !",0,"negative",4860
"@rmol_id Sebaiknya di reshuffle dari kabinet pemerintahan presiden Prabowo Subianto , sebagai pembantu presiden Prabowo Subianto dia telah melakukan video call dgn presiden Jokowi yg sudah pasti isi pembicaraannya hanya dia &amp; Jokowi yg tahu . Loyalitasnya pd pimpinan patut dipertanyakan .","sebaiknya di reshuffle dari kabinet pemerintahan presiden prabowo subianto , sebagai pembantu presiden prabowo subianto dia telah melakukan video call dgn presiden jokowi yg sudah pasti isi pembicaraannya hanya dia &amp; jokowi yg tahu . loyalitasnya pd pimpinan patut dipertanyakan .",0,"negative",2085
"Terlepas siapa yang terlibat di korupsi ""tata kelola minyak mentah"" seyogyanya rakyat bersatu mendorong @KejaksaanRI dan Presiden @prabowo bersih-bersih tanpa pandang bulu

Ayo Indonesia Bisa ...🇮🇩✊️","terlepas siapa yang terlibat di korupsi ""tata kelola minyak mentah"" seyogyanya rakyat bersatu mendorong dan presiden bersih-bersih tanpa pandang bulu ayo indonesia bisa ...🇮🇩✊️",0,"negative",1857
"Hubungan Semua Elemen: Perempuan yang bekerja sambil kuliah sering kali menjadi bagian dari ekosistem ekonomi yang didukung pemerintah dan perusahaan. Misalnya, mereka bisa bekerja di UMKM yang mendapat pendanaan dari program pemerintah atau berkontribusi","hubungan semua elemen: perempuan yang bekerja sambil kuliah sering kali menjadi bagian dari ekosistem ekonomi yang didukung pemerintah dan perusahaan. misalnya, mereka bisa bekerja di umkm yang mendapat pendanaan dari program pemerintah atau berkontribusi",2,"positive",9549
"Kalau ini gaada tindakan tegas dari @prabowo , we're done! Semua serba senyap, gaada statement yang benar-benar bisa menenangkan hati kita sebagai rakyat. 

RUU TNI bungkam, demo dan PHK dimana-mana bungkam, even yang terbaru, tarif Trump juga bungkam gaada suaranya dan aksi signifikan, MBG selalu jadi andalan!","kalau ini gaada tindakan tegas dari , we're done! semua serba senyap, gaada statement yang benar-benar bisa menenangkan hati kita sebagai rakyat. ruu tni bungkam, demo dan phk dimana-mana bungkam, even yang terbaru, tarif trump juga bungkam gaada suaranya dan aksi signifikan, mbg selalu jadi andalan!",2,"positive",7284
"Halo #SobATRBPN, Simak bersama yuk video rekap 100 Hari Kerja Bersama Kabinet Merah Putih Presiden Prabowo Subianto berikut.

#IndonesiaLengkap
#ATRBPNKiniLebihBaik
#ATRBPNMajudanModern
#MelayaniProfesionalTerpercaya
Reposted from @kementerian.atrbpn
https://t.co/ee3k3ZhfIX","halo simak bersama yuk video rekap 100 hari kerja bersama kabinet merah putih presiden prabowo subianto berikut. reposted from",1,"neutral",4765
"Diskusi Publik MN Kahmi  ""100 Hari Kabinet 100 Menteri"" Jumat, 31 Januari 2025 https://t.co/MxqO550fc3","diskusi publik mn kahmi ""100 hari kabinet 100 menteri"" jumat, 31 januari 2025",1,"neutral",4425
"guys, karena udah banyak artikel internasional soal isu pemerintahan indo skrg jangan lupa klik linknya/masuk halaman artikelnya ya sebagai bentuk menghargai🙏 kita masih perlu reach out lebih banyak lagi dan butuh semuanya bisa berisik bareng sama kita
#TolakRUUTNI","guys, karena udah banyak artikel internasional soal isu pemerintahan indo skrg jangan lupa klik linknya/masuk halaman artikelnya ya sebagai bentuk menghargai🙏 kita masih perlu reach out lebih banyak lagi dan butuh semuanya bisa berisik bareng sama kita",0,"negative",409
"Presiden baru melewati 100 hari tapi tim hore sudah ancang2 2 priode,masih harus bertarung di 1700an hari lagi woy....","presiden baru melewati 100 hari tapi tim hore sudah ancang2 2 priode,masih harus bertarung di 1700an hari lagi woy....",1,"neutral",1417
"@dewaanjar_ @TxtdariHI @prabowo setiap prabowo ngomong hilirisasi, panas Surabaya naik 1 derajat celcius","setiap prabowo ngomong hilirisasi, panas surabaya naik 1 derajat celcius",0,"negative",5423
